id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
10057188,Home in Columbus · ★4.89 · 2 bedrooms · 3 beds · 2 baths,51611845,Chad,,Near South,39.94565,-82.98558,Entire home/apt,400,31,129,2020-04-01,1.44,1,0,0,
10123323,Condo in Columbus · ★4.96 · 1 bedroom · 2 beds · 1 bath,2994567,Mark,,Near North/University,39.97459,-83.00314,Entire home/apt,359,3,124,2023-01-11,1.36,9,143,9,2023-2754
10383297,Home in Blacklick · ★4.93 · 1 bedroom · 1 bed · 1 private bath,53450563,John,,Far East,39.9993,-82.78244,Private room,41,1,410,2023-06-21,4.55,1,316,112,
10520873,Rental unit in Columbus · ★4.98 · 2 bedrooms · 4 beds · 1 bath,14397907,Bernard,,Near North/University,39.97977,-83.00458,Entire home/apt,145,1,55,2022-11-14,0.67,1,159,4,2019-1062
10613716,Home in Columbus · ★4.94 · 4 bedrooms · 5 beds · 2 baths,54769683,Annie,,Near East,39.96971,-82.9764,Entire home/apt,100,2,18,2023-03-26,1.53,17,147,18,2022-1758
11047105,Guesthouse in Columbus · ★4.95 · 1 bedroom · 1 bed · 1 bath,57330981,Al,,Near East,39.96722,-82.97345,Entire home/apt,139,2,210,2023-06-23,2.34,1,107,51,2023-2092
11142752,Home in Columbus · ★4.85 · 1 bedroom · 1 bed · 1.5 baths,57910238,Marisol,,Northland,40.09857,-82.96404,Private room,50,1,13,2019-03-03,0.15,1,0,0,
11673338,Townhouse in Columbus · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,61981933,Tammy,,West Scioto,39.985,-83.06677,Private room,60,1,10,2021-09-19,0.12,2,246,0,
11921949,Home in Columbus · ★4.56 · 1 bedroom · 1 bed · 1.5 shared baths,11043646,Curt,,West Olentangy,40.02415,-83.03233,Private room,32,28,50,2023-05-09,0.58,3,65,4,
12143810,Rental unit in Columbus · ★4.90 · 1 bedroom · 2 beds · 1 private bath,63285107,Alberto,,West Olentangy,40.05256,-83.04684,Private room,35,30,309,2022-10-22,3.56,1,0,1,
12191331,Rental unit in Columbus · ★4.56 · 1 bedroom · 1 bed · 1 bath,58086298,Spenceton Estates,,West Olentangy,39.98896,-83.02892,Entire home/apt,97,2,16,2022-03-19,0.79,1,0,0,
12631194,Townhouse in Columbus · ★4.85 · 3 bedrooms · 3 beds · 1 bath,27439453,Ingrid & Mike,,Near North/University,39.98713,-83.00227,Entire home/apt,80,1,390,2023-06-20,4.63,12,128,64,2021-3067
12737365,Home in Columbus · ★4.93 · 1 bedroom · 1 bed · 1 private bath,3492360,Greg,,Hayden Run,40.0599,-83.11814,Private room,61,1,472,2023-06-24,5.50,1,325,97,
12751583,Condo in Columbus · ★4.85 · 2 bedrooms · 2 beds · 2 baths,68942337,Brad,,Near East,39.96298,-82.97759,Entire home/apt,271,1,274,2022-07-03,3.21,1,52,1,2019-1401
12755075,Townhouse in Columbus · ★4.83 · 1 bedroom · 1 bed · 1 bath,69289743,Sarah,,Near South,39.92877,-82.9928,Entire home/apt,71,2,151,2023-05-29,1.78,3,310,9,2022-3055
12807651,Rental unit in Columbus · ★4.85 · 1 bedroom · 1 bed · 1 bath,7785489,Nancy,,Near North/University,40.01803,-83.00057,Entire home/apt,60,5,33,2022-10-31,0.39,3,221,1,2023-2179
12972937,Rental unit in Columbus · ★4.99 · 2 bedrooms · 2 beds · 1 bath,63926278,Brittany,,Near South,39.95,-82.99665,Entire home/apt,249,2,67,2022-10-23,0.78,1,365,5,
13045810,Home in Columbus · ★4.87 · 1 bedroom · 1 bed · 1.5 shared baths,72181837,Greg,,Northland,40.09965,-82.97282,Private room,52,1,279,2023-06-24,3.91,1,271,84,
13083807,Rental unit in Columbus · 1 bedroom · 1 bed · 1 shared bath,39662644,Paul,,Near North/University,40.00381,-82.99725,Private room,27,30,0,,,14,301,0,
13089173,Home in Columbus · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,33524881,Keith,,Near East,39.96864,-82.96408,Private room,42,5,96,2023-05-27,1.12,3,90,6,
13095135,Home in Columbus · ★4.74 · 2 bedrooms · 2 beds · 1 bath,32912159,John,,Clintonville,40.02835,-83.021,Entire home/apt,78,1,539,2023-06-01,6.26,1,26,15,2019-2870
13171999,Home in Columbus · ★4.79 · 1 bedroom · 1 bed · 0 shared baths,33524881,Keith,,Near East,39.96936,-82.96413,Private room,45,5,47,2023-06-15,0.55,3,44,11,
13223833,Condo in Hilliard · ★4.91 · 1 bedroom · 1 bed · 1.5 shared baths,74207205,Katy,,Far West,40.00983,-83.14662,Private room,62,3,96,2023-05-27,1.13,2,306,16,
13478417,Home in Columbus · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,33524881,Keith,,Near East,39.96875762939453,-82.96405029296875,Private room,35,5,23,2023-05-26,0.48,3,112,9,
13672030,Rental unit in Columbus · ★4.82 · 1 bedroom · 2 beds · 1 bath,7114846,Jan,,West Olentangy,40.039116,-83.032127,Entire home/apt,98,2,279,2023-06-25,3.35,1,104,26,2019-2213
13761608,Home in Columbus · ★4.94 · 2 bedrooms · 2 beds · 1 private bath,17476820,Chuan En,,Northland,40.10298,-82.98009,Private room,40,2,215,2023-06-08,2.54,1,47,23,
13994248,Townhouse in Columbus · ★4.94 · 3 bedrooms · 3 beds · 2 baths,1395861,Happy To Host,,Near North/University,40.0186,-82.99732,Entire home/apt,195,2,249,2023-06-11,3.00,4,313,27,2019-1508
14042295,Guesthouse in Columbus · ★4.90 · 1 bedroom · 1 bed · 1 bath,483306,Audra & Lacey,,Near North/University,39.98457,-83.00239,Entire home/apt,107,1,785,2023-06-19,9.50,3,166,90,2022-2486
14245905,Guesthouse in Columbus · ★4.91 · 2 bedrooms · 2 beds · 1 bath,4114228,David,,Near East,39.97061,-82.94977,Entire home/apt,114,3,107,2023-06-14,1.55,2,211,20,2019-1821
14262378,Rental unit in Columbus · ★4.61 · Studio · 1 bed · 1 bath,14759634,Leisa,,Near North/University,39.98816,-83.00923,Entire home/apt,20,31,146,2019-11-17,1.74,1,115,0,2019-2921
14347236,Home in Columbus · ★4.95 · 1 bedroom · 1 bed · 1 private bath,87368949,Juliana,,Far East,39.98973,-82.83525,Private room,55,1,376,2023-06-24,5.73,3,361,44,2019-1306
14356430,Home in Columbus · ★4.87 · 1 bedroom · 1 bed · 1.5 shared baths,88006238,Robert And Bonnie,,Near East,39.97412,-82.94917,Private room,30,30,47,2021-09-30,0.65,4,153,0,
14401125,Home in Columbus · ★5.0 · 1 bedroom · 1 bed · 1 private bath,18169804,Teresa,,Far South,39.90443,-82.98702,Private room,35,30,4,2023-04-05,0.30,1,260,3,
14425189,Rental unit in Columbus · ★4.80 · 1 bedroom · 1 bed · 1 bath,6466841,Linda,,Near North/University,39.97915,-83.0067,Entire home/apt,140,30,5,2019-03-03,0.06,4,326,0,
14901086,Home in Columbus · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,93547897,Chantal-Marie,,Northland,40.102318,-82.979515,Private room,40,3,209,2023-06-19,2.86,4,60,20,
14928551,Townhouse in Columbus · ★4.77 · 4 bedrooms · 6 beds · 2.5 baths,27439453,Ingrid & Mike,,Near North/University,40.0048,-82.99963,Entire home/apt,99,2,207,2023-06-15,2.55,12,141,29,2019-1706
14949691,Home in Columbus · ★4.96 · 1 bedroom · 1 bed · 1 private bath,42144583,Jason,,Near North/University,39.98189,-82.99833,Private room,70,1,187,2023-06-14,2.27,1,308,46,
15008883,Home in Columbus · ★4.91 · 4 bedrooms · 4 beds · 2.5 baths,27439453,Ingrid & Mike,,Near North/University,39.97896,-83.00106,Entire home/apt,163,2,282,2023-06-11,3.43,12,158,32,2021-3073
15017759,Loft in Columbus · ★4.96 · 1 bedroom · 1 bed · 1 bath,28929522,Annette And TJ,,Near East,39.97084,-82.96018,Entire home/apt,125,6,46,2023-05-14,0.56,1,276,5,2019-2049
15301272,Home in Columbus · ★4.80 · 3 bedrooms · 3 beds · 1.5 baths,97433871,Michael,,Near South,39.95197,-82.98711,Entire home/apt,115,1,15,2023-06-14,0.59,1,0,4,2021-1054
15393760,Home in Worthington · ★4.91 · 1 bedroom · 1 bed · 1 private bath,98453972,Johnny & Lisa,,Far North,40.11526,-82.97525,Private room,41,3,46,2021-08-07,0.60,1,195,0,
15478932,Home in Columbus · ★4.91 · 1 bedroom · 2 beds · 1 bath,92809656,Anthony,,Near South,39.93308,-82.99036,Entire home/apt,90,1,240,2023-06-11,2.95,1,238,36,2019-2922
15500362,Home in Columbus · ★4.99 · 1 bedroom · 1 bed · 1 bath,29129391,Jason,,Near East,39.97425,-82.95871,Private room,73,1,82,2023-06-24,1.01,2,360,11,
15552200,Rental unit in Columbus · ★4.75 · 1 bedroom · 1 bed · 1 bath,4418841,Anton,,Near North/University,39.98721,-83.0074,Entire home/apt,90,30,133,2023-06-04,1.65,2,191,5,2019-1892
15883347,Guest suite in Columbus · ★4.92 · 1 bedroom · 1 bed · 1 bath,877959,Elizabeth,,Clintonville,40.03701,-83.01622,Entire home/apt,65,2,90,2020-03-15,1.12,1,45,0,2019-1297
15929897,Guest suite in Columbus · ★4.87 · 1 bedroom · 2 beds · 1 bath,52174539,Kate & Nat,,Near North/University,39.99052,-83.00983,Entire home/apt,56,2,478,2023-06-19,6.13,29,178,45,2021-3229
15966488,Rental unit in Columbus · ★4.82 · Studio · 1 bed · 1 bath,103700433,Erin,,Downtown,39.95698,-82.99413,Entire home/apt,100,1,250,2023-06-12,3.15,3,74,24,2023-2195
15988515,Home in Dublin · ★4.98 · 3 bedrooms · 3 beds · 2.5 baths,103896042,Marlene,,Hayden Run,40.06853,-83.17361,Entire home/apt,101,1,301,2023-06-25,3.77,1,93,48,2019-1761
16037230,Home in Columbus · ★4.85 · 4 bedrooms · 4 beds · 2.5 baths,104357124,David,,Northeast,40.0306,-82.93218,Entire home/apt,300,1,13,2023-06-24,1.26,1,120,13,
16154072,Home in Columbus · ★4.87 · 5 bedrooms · 7 beds · 2.5 baths,105433925,Fitumi,,Near East,39.95622,-82.96913,Entire home/apt,545,30,62,2023-03-20,1.19,11,365,19,2021-2620
16299456,Home in Columbus · ★5.0 · 1 bedroom · 1 bed · 1 private bath,32264522,SueB,,Near North/University,39.98365,-83.01283,Private room,125,2,53,2020-08-09,0.67,1,0,0,
16323611,Rental unit in Columbus · ★4.77 · Studio · 1 bed · 1 bath,106558116,Natalia,,Near South,39.94358,-82.98273,Entire home/apt,83,1,231,2023-06-04,2.93,1,33,16,
16352852,Loft in Columbus · ★4.80 · Studio · 3 beds · 1 bath,107079813,Andrew,,Far Northwest,40.09141,-83.06752,Entire home/apt,68,2,266,2023-06-10,3.39,1,342,29,
16517236,Home in Canal Winchester · ★4.86 · 1 bedroom · 2 beds · 1 bath,14439218,Liz,,Southeast,39.86275,-82.8135,Entire home/apt,89,1,111,2023-06-25,1.51,1,287,17,
16553536,Rental unit in Columbus · ★4.81 · 1 bedroom · 2 beds · 1 bath,16184897,Toya,,South Linden,40.00842,-82.97403,Entire home/apt,85,1,52,2021-09-17,0.66,3,180,0,2019-2083
16754197,Rental unit in Columbus · ★4.91 · 1 bedroom · 1 bed · 1 bath,39185455,Deanna,,Near North/University,39.98846,-83.0073,Entire home/apt,87,1,484,2023-06-18,6.48,1,314,86,2019-1326
17071735,Guest suite in Columbus · ★5.0 · 1 bedroom · 1 bed · 1 bath,114502307,Jeff,,Near North/University,39.97792,-83.00915,Entire home/apt,169,2,175,2023-06-25,2.28,2,140,25,2023-2166
17265759,Loft in Columbus · ★4.84 · 2 bedrooms · 4 beds · 1 bath,116400313,Nate,,Near North/University,39.97706,-83.00775,Entire home/apt,153,2,117,2023-05-13,1.53,23,165,14,2023-2305
17365804,Townhouse in Columbus · ★4.88 · 3 bedrooms · 3 beds · 1 bath,27439453,Ingrid & Mike,,Near North/University,39.98807,-83.00207,Entire home/apt,106,1,385,2023-06-20,5.00,12,150,55,2021-3066
17455574,Rental unit in Columbus · ★4.96 · 1 bedroom · 2 beds · 1 bath,42309439,Lucy & Brent,,Near South,39.94575,-82.99237,Entire home/apt,90,2,246,2023-06-18,3.20,3,307,42,2019-1430
17791756,Home in Columbus · ★4.14 · 4 bedrooms · 8 beds · 2 baths,28695156,Miles,,Near North/University,39.98064,-83.00136,Entire home/apt,204,1,93,2023-05-29,1.25,2,335,11,2019-1840
18155378,Home in Columbus · ★4.92 · 1 bedroom · 1 bed · 2 shared baths,77724716,Katie,,Near North/University,39.98181,-83.01353,Private room,80,3,15,2023-06-18,0.20,2,3,6,
18535724,Home in Columbus · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,2350409,Edward,,Near North/University,40.01044,-83.00804,Private room,33,7,34,2023-06-17,0.45,3,295,13,
18631993,Rental unit in Columbus · ★4.94 · Studio · 2 beds · 1 bath,71666929,August,,Near North/University,39.98346,-83.0065,Entire home/apt,97,7,400,2023-04-28,5.77,3,239,15,2019-1961
18735741,Condo in Columbus · ★4.97 · 1 bedroom · 1 bed · 1 private bath,51970180,Eric,,Near North/University,39.97739,-83.0104,Private room,94,2,263,2023-06-18,3.56,1,271,33,
18754945,Home in Columbus · ★4.99 · 2 bedrooms · 2 beds · 2 baths,106768476,Tom And Sara,,West Olentangy,39.99031,-83.03687,Entire home/apt,152,2,278,2023-06-17,3.74,1,75,42,2019-1244
18768075,Home in Columbus · ★4.86 · 3 bedrooms · 4 beds · 1 bath,33532441,Alex,,Eastmoor/Walnut Ridge,39.93894,-82.91619,Entire home/apt,132,2,158,2023-06-24,2.13,4,307,26,2023-3456
18893274,Rental unit in Columbus · ★4.82 · 2 bedrooms · 2 beds · 1 bath,114371691,Tim,,Near East,39.96068,-82.98104,Entire home/apt,159,1,184,2021-11-21,2.53,1,27,0,2019-1285
18930516,Guesthouse in Columbus · ★4.98 · 1 bedroom · 1 bed · 1 bath,114502307,Jeff,,Near North/University,39.978,-83.00951,Entire home/apt,141,1,435,2023-06-25,5.94,2,309,55,2023-2165
19052130,Home in Columbus · ★4.92 · 1 bedroom · 1 bed · 1 private bath,132987777,Cory,,Clintonville,40.03579,-83.01676,Private room,86,1,181,2023-05-29,2.45,1,36,14,2019-1262
19177571,Home in Columbus · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,33219289,Densil,,Near North/University,39.98357,-83.01179,Private room,78,1,32,2023-06-09,0.44,4,85,8,
19182076,Home in Columbus · ★4.88 · 1 bedroom · 3 beds · 1 bath,134168758,Lainie,,Near South,39.94123,-82.99742,Entire home/apt,165,2,183,2023-06-18,2.51,4,331,28,2019-1278
19183032,Hostel in Columbus · ★4.63 · 1 bedroom · 3 beds · 3 shared baths,4965048,Mathew,,Near North/University,40.01257,-83.00159,Private room,103,1,19,2022-08-17,0.28,7,326,2,2019-1314
19183954,Hostel in Columbus · ★4.67 · 1 bedroom · 5 beds · 3 shared baths,4965048,Mathew,,Near North/University,40.01257,-83.00159,Private room,157,1,15,2022-04-05,0.21,7,323,0,2019-1314
19291780,Home in Columbus · ★4.86 · 1 bedroom · 1 bed · 1 bath,80058118,Vickie,,Northeast,40.03322,-82.92499,Private room,85,1,14,2018-07-25,0.19,1,180,0,
19348897,Townhouse in Columbus · ★4.88 · 1 bedroom · 1 bed · 1.5 baths,74068166,Dr. Leslie,,Near East,39.9696,-82.97229,Entire home/apt,68,2,268,2023-06-11,3.68,1,23,39,2019-2292
19469926,Home in Columbus · ★4.98 · 3 bedrooms · 3 beds · 3.5 baths,35241426,Kevin,,Near North/University,39.98146,-82.99968,Entire home/apt,324,1,142,2023-06-25,2.00,1,249,21,2019-1494
19700416,Home in Columbus · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,93547897,Chantal-Marie,,Northland,40.10234,-82.98126,Private room,40,5,101,2023-05-29,1.41,4,77,14,
19768209,Home in Columbus  · ★5.0 · 2 bedrooms · 1 bed · 2 shared baths,25476736,Sara,,Eastmoor/Walnut Ridge,39.96605,-82.92349,Private room,64,1,15,2023-05-20,0.68,3,40,4,
19811151,Condo in Columbus · ★4.91 · 2 bedrooms · 2 beds · 1.5 baths,34871997,Kathy,,Clintonville,40.02444,-83.01961,Entire home/apt,111,2,118,2023-06-11,1.67,1,113,6,2019-1523
19840029,Rental unit in Columbus · ★4.88 · 1 bedroom · 1 bed · 1 bath,31798233,Sam,,Near North/University,39.97467,-83.00347,Entire home/apt,101,2,344,2023-06-09,4.89,5,131,51,2021-3250
19859814,Rental unit in Columbus · ★4.62 · Studio · 1 bed · 1 bath,103700433,Erin,,Downtown,39.95812,-82.99537,Entire home/apt,100,1,309,2023-05-29,4.38,3,79,32,2019-2197
19923750,Home in Columbus · ★4.92 · 1 bedroom · 1 bed · 1.5 baths,88006238,Robert And Bonnie,,Near East,39.97546,-82.94796,Private room,31,30,66,2023-01-29,0.92,4,60,5,
19961055,Home in Columbus · ★4.97 · 4 bedrooms · 9 beds · 3 baths,72162010,Myles,,Near North/University,40.01396,-83.00991,Entire home/apt,275,2,36,2023-05-23,0.51,1,222,7,2021-2473
20015830,Home in Columbus · ★4.75 · 1 bedroom · 2 beds · 1 shared bath,88006238,Robert And Bonnie,,Near East,39.97615,-82.94897,Private room,35,7,97,2023-03-31,1.35,4,112,5,
20047598,Home in Columbus · ★4.96 · 2 bedrooms · 3 beds · 1 bath,142420946,Steve,,Clintonville,40.05389,-83.01478,Entire home/apt,120,2,56,2023-06-23,4.64,1,143,56,2022-1842
20065692,Home in Columbus · ★4.78 · 1 bedroom · 1 bed · 1 private bath,19810384,Anthony,,Near East,39.96212,-82.95688,Private room,42,1,269,2023-05-29,3.74,1,0,17,
20132677,Townhouse in Columbus · ★4.92 · 3 bedrooms · 4 beds · 1 bath,35045902,Kelly & Eric,,Near South,39.92839,-82.98575,Entire home/apt,172,3,228,2022-06-12,3.22,1,0,0,2021-2929
20469877,Townhouse in Columbus · ★4.74 · 4 bedrooms · 6 beds · 2.5 baths,27439453,Ingrid & Mike,,Near North/University,40.00672,-82.99916,Entire home/apt,101,2,192,2023-06-19,2.72,12,117,25,2021-3070
